X5 X8 X9
4 6 4 

Unaffected subjects:
5 4 2 
6 13 9 
3 12 4 

7 14 9 
29 29 12 
8 7 9 

4 5 7 
8 20 12 
8 14 2 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O H O 

O O O 
H O O 
O O O 


X4 X5 X8
Affected subjects:
3 8 8 
9 15 13 
4 7 3 

8 17 5 
17 28 13 
4 14 12 

1 3 5 
3 15 8 
5 6 4 

Unaffected subjects:
5 9 4 
7 12 5 
4 9 2 

2 24 9 
13 38 17 
12 14 9 

1 13 3 
7 15 3 
5 16 4 

HLO matrix:
O O O 
O O O 
O O O 

H O O 
O O L 
L O O 

O L O 
O O O 
O O O 


X1 X2 X9
Affected subjects:
1 8 3 
5 17 6 
5 8 5 

11 13 9 
16 38 10 
6 17 7 

7 6 2 
6 9 14 
3 4 2 

Unaffected subjects:
1 7 2 
11 11 8 
8 17 4 

8 21 5 
22 34 14 
10 17 10 

4 7 3 
4 17 3 
7 6 1 

HLO matrix:
O O O 
O H O 
O O O 

O L O 
O O O 
O O O 

O O O 
O L H 
O O O 


X0 X3 X9
Affected subjects:
1 8 2 
9 16 5 
4 6 5 

8 21 7 
18 23 14 
5 15 5 

5 7 2 
5 15 16 
5 9 2 

Unaffected subjects:
3 11 4 
10 18 3 
4 12 4 

14 13 9 
16 29 15 
11 16 4 

5 13 4 
8 15 6 
4 10 1 

HLO matrix:
O O O 
O O O 
O O O 

O H O 
O O O 
O O O 

O O O 
O O H 
O O O 


X0 X8 X9
Affected subjects:
4 6 3 
10 15 6 
0 9 3 

9 11 6 
11 29 11 
11 19 9 

2 8 5 
10 14 7 
3 9 8 

Unaffected subjects:
5 8 1 
7 25 8 
5 8 2 

11 10 5 
21 37 15 
9 11 8 

4 9 3 
7 23 7 
6 6 1 

HLO matrix:
O O O 
H O O 
O O O 

O O O 
O O O 
O O O 

O O O 
H O O 
O O O 


X6 X7 X9
Affected subjects:
3 5 4 
10 10 9 
5 10 1 

10 18 8 
14 31 16 
6 18 8 

5 7 5 
5 15 4 
2 6 3 

Unaffected subjects:
4 7 6 
13 24 3 
5 7 9 

6 16 6 
20 31 13 
5 14 7 

5 8 4 
9 18 1 
8 12 1 

HLO matrix:
O O O 
O L H 
O H L 

O O O 
O O O 
O O O 

O O O 
O O O 
O O O 


X3 X5 X7
Affected subjects:
1 8 5 
6 11 14 
6 9 1 

8 11 9 
17 33 11 
16 11 5 

2 9 5 
8 15 6 
1 7 3 

Unaffected subjects:
4 10 8 
12 14 8 
4 12 4 

9 10 8 
16 26 17 
7 17 10 

2 14 5 
5 15 4 
3 14 4 

HLO matrix:
O O O 
L O H 
O O O 

O O O 
O O L 
H O O 

O O O 
O O O 
O O O 


X0 X5 X8
Affected subjects:
3 9 6 
7 15 3 
3 7 3 

7 9 9 
15 29 20 
4 13 10 

2 10 3 
7 14 11 
6 7 6 

Unaffected subjects:
3 13 4 
8 15 8 
3 12 3 

3 20 8 
10 36 11 
13 17 9 

2 13 4 
9 14 6 
5 10 3 

HLO matrix:
O O O 
O O L 
O O O 

O O O 
O O O 
L O O 

O O O 
O O O 
O O O 


X4 X8 X9
Affected subjects:
6 7 3 
9 15 6 
7 11 6 

6 12 11 
18 28 13 
3 17 10 

3 6 0 
4 15 5 
4 9 4 

Unaffected subjects:
6 7 3 
5 18 7 
4 5 2 

11 13 3 
23 38 15 
12 17 6 

3 7 3 
7 29 8 
4 3 3 

HLO matrix:
O O O 
O O O 
O O O 

O O H 
O O O 
L O O 

O O O 
O O O 
O H O 


X1 X6 X8
Affected subjects:
1 5 7 
7 19 7 
6 3 3 

8 14 12 
15 28 22 
6 16 6 

0 8 2 
11 11 9 
0 9 3 

Unaffected subjects:
5 14 3 
9 17 4 
6 10 1 

5 30 11 
19 30 16 
2 21 7 

2 4 4 
4 12 7 
4 12 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O H O 
H O O 
O O O 


X1 X7 X9
Affected subjects:
4 12 4 
3 14 8 
4 7 2 

8 14 7 
20 33 14 
5 21 5 

6 4 6 
6 9 7 
4 6 5 

Unaffected subjects:
5 7 5 
11 19 4 
4 9 5 

8 17 9 
21 37 10 
11 18 10 

2 7 2 
10 17 3 
3 6 2 

HLO matrix:
O O O 
L O O 
O O O 

O O O 
O O O 
O O L 

O O O 
O L O 
O O O 


X1 X4 X9
Affected subjects:
4 14 5 
4 12 6 
3 7 3 

11 13 7 
16 37 14 
6 18 5 

7 6 3 
7 8 14 
2 5 1 

Unaffected subjects:
4 7 5 
11 17 6 
5 11 3 

6 12 7 
28 40 15 
6 20 7 

5 11 0 
7 11 3 
3 8 4 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O L O 
O O H 
O O O 


X3 X7 X9
Affected subjects:
3 8 2 
8 14 6 
3 14 3 

12 18 11 
13 26 16 
7 10 8 

3 4 4 
8 16 7 
3 10 1 

Unaffected subjects:
4 8 8 
11 20 5 
7 9 4 

8 17 7 
18 29 6 
8 16 11 

3 6 1 
13 24 6 
3 8 2 

HLO matrix:
O O L 
O O O 
O H O 

O O O 
O O H 
O O O 

O O O 
O O O 
O O O 


X1 X8 X9
Affected subjects:
2 9 3 
7 14 6 
2 10 5 

10 13 6 
15 32 11 
8 23 9 

3 3 5 
9 12 7 
4 4 6 

Unaffected subjects:
7 10 3 
9 24 8 
4 1 3 

7 13 6 
20 44 17 
13 15 6 

6 4 0 
6 17 5 
3 9 2 

HLO matrix:
O O O 
O O O 
O H O 

O O O 
O O O 
O O O 

O O O 
O O O 
O L O 


X3 X5 X6
Affected subjects:
4 7 3 
8 15 8 
0 12 4 

6 16 6 
13 30 18 
12 16 4 

3 8 5 
8 19 2 
3 6 2 

Unaffected subjects:
7 7 8 
10 12 12 
6 11 3 

8 13 6 
17 32 10 
10 12 12 

8 9 4 
7 12 5 
5 10 6 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O L H 
O O L 

O O O 
O O O 
O O O 


X0 X4 X7
Affected subjects:
7 7 5 
10 9 8 
1 5 4 

11 19 5 
10 27 18 
9 14 3 

6 9 1 
8 18 10 
3 6 5 

Unaffected subjects:
3 5 7 
10 19 4 
5 12 4 

4 12 8 
18 35 19 
5 14 12 

6 8 4 
4 21 8 
7 6 2 

HLO matrix:
O O O 
O O H 
O O O 

O O O 
L O O 
O O L 

O O O 
O O O 
O O O 


X0 X4 X5
Affected subjects:
6 7 6 
10 13 4 
2 5 3 

6 23 6 
14 26 15 
5 15 6 

7 7 2 
6 19 11 
2 6 6 

Unaffected subjects:
5 6 4 
7 19 7 
8 6 7 

8 8 8 
17 36 19 
6 13 12 

5 10 3 
11 13 9 
3 6 6 

HLO matrix:
O O O 
H O O 
O O O 

O H O 
O O O 
O O O 

O L O 
O O O 
O O O 


X4 X7 X8
Affected subjects:
7 10 7 
7 16 12 
2 4 5 

5 16 7 
15 26 13 
9 17 10 

5 4 4 
4 13 8 
0 7 5 

Unaffected subjects:
2 8 3 
10 12 3 
4 10 5 

6 20 6 
16 38 21 
5 18 8 

3 12 2 
4 22 6 
6 10 2 

HLO matrix:
O O O 
O O H 
O L O 

O O O 
O O L 
O O O 

O O O 
O O O 
O O O 


X2 X3 X8
Affected subjects:
5 6 3 
7 14 9 
3 12 1 

10 13 10 
10 32 19 
6 13 8 

2 5 7 
7 14 9 
4 4 5 

Unaffected subjects:
2 11 4 
1 20 5 
5 6 4 

8 16 10 
13 33 15 
8 17 4 

6 16 3 
9 20 4 
4 11 7 

HLO matrix:
O O O 
O O O 
O H O 

O O O 
O O O 
O O O 

O O H 
O O O 
O O O 


X4 X6 X8
Affected subjects:
3 8 6 
9 14 12 
4 8 6 

4 16 10 
19 27 18 
6 16 2 

2 3 5 
5 17 8 
2 4 4 

Unaffected subjects:
2 10 4 
7 9 7 
7 11 0 

9 25 9 
13 31 18 
5 20 8 

1 13 5 
12 19 2 
0 12 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O L 

O O O 
L O H 
O O O 


X2 X8 X9
Affected subjects:
6 7 2 
9 16 7 
4 4 5 

5 12 9 
14 32 12 
8 20 9 

4 6 3 
8 10 5 
2 13 6 

Unaffected subjects:
2 6 0 
6 25 6 
5 4 4 

10 12 7 
19 33 14 
8 17 4 

8 9 2 
10 27 10 
7 4 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O O O 
O O O 
O H O 


X0 X1 X9
Affected subjects:
2 12 3 
11 15 4 
1 3 5 

7 16 4 
17 33 17 
7 10 5 

2 5 7 
5 20 5 
8 6 8 

Unaffected subjects:
2 8 2 
12 23 9 
3 10 0 

14 19 8 
19 27 14 
8 12 6 

4 8 4 
9 22 6 
4 8 1 

HLO matrix:
O H O 
O O L 
O L O 

O O O 
O H O 
O O O 

O O O 
O O O 
O O O 


X3 X8 X9
Affected subjects:
3 11 3 
7 15 2 
4 10 6 

9 9 6 
16 27 17 
7 18 12 

3 5 5 
8 16 5 
3 9 2 

Unaffected subjects:
7 6 3 
9 23 11 
6 8 3 

5 13 5 
21 38 14 
8 11 5 

8 8 1 
5 24 5 
6 6 3 

HLO matrix:
O H O 
O O L 
O O O 

O O O 
O O O 
O O O 

O O O 
H O O 
O O O 


X1 X5 X9
Affected subjects:
3 8 4 
4 14 8 
4 11 2 

7 17 6 
18 32 15 
8 19 5 

4 5 4 
7 12 11 
5 2 3 

Unaffected subjects:
4 11 4 
9 11 8 
7 13 2 

7 29 4 
20 28 17 
13 15 8 

5 6 0 
6 13 5 
4 11 2 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O H O 

O O O 
O O O 
O L O 


X1 X7 X8
Affected subjects:
5 10 5 
6 10 9 
3 7 3 

8 13 8 
14 35 18 
7 10 14 

4 7 5 
6 10 6 
1 11 3 

Unaffected subjects:
4 12 1 
12 18 4 
4 11 3 

5 22 7 
12 38 18 
9 21 9 

2 6 3 
6 16 8 
2 6 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O H O 
O O O 

O O O 
O O O 
O H O 


X2 X4 X7
Affected subjects:
7 10 2 
7 12 10 
5 5 2 

12 18 6 
13 30 18 
5 11 8 

5 7 3 
8 12 8 
3 9 2 

Unaffected subjects:
5 6 0 
11 13 4 
3 9 7 

5 12 13 
10 43 17 
7 10 7 

3 7 6 
11 19 10 
7 13 4 

HLO matrix:
O O O 
O O H 
O O O 

O O L 
O O O 
O O O 

O O O 
O O O 
O O O 


X5 X6 X7
Affected subjects:
1 6 6 
4 15 12 
6 7 1 

7 16 6 
17 31 16 
7 12 9 

4 7 4 
15 15 4 
4 5 1 

Unaffected subjects:
3 15 5 
8 13 8 
4 6 8 

12 14 8 
15 27 14 
6 14 7 

2 11 8 
5 24 4 
7 8 6 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O O O 
H O O 
O O O 


X0 X7 X8
Affected subjects:
5 10 3 
4 13 4 
4 8 5 

6 15 9 
16 24 20 
4 12 10 

6 5 6 
6 18 9 
3 8 5 

Unaffected subjects:
5 11 2 
6 21 9 
3 8 4 

3 17 7 
15 34 12 
8 22 9 

3 12 2 
9 17 9 
4 8 2 

HLO matrix:
O O O 
O O L 
O O O 

O O O 
O O O 
O O O 

O L O 
O O O 
O O O 


X1 X4 X8
Affected subjects:
6 11 6 
5 9 8 
3 7 3 

6 12 13 
17 34 16 
6 12 11 

4 7 5 
7 16 6 
0 5 3 

Unaffected subjects:
6 7 3 
10 21 3 
4 13 2 

4 16 5 
14 46 23 
8 19 6 

6 7 3 
3 9 9 
1 12 2 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O L 
O O O 

O O O 
O H O 
O O O 


X3 X7 X8
Affected subjects:
5 3 5 
10 11 7 
2 10 8 

7 22 12 
11 26 18 
6 12 7 

5 5 1 
5 18 8 
3 6 5 

Unaffected subjects:
3 14 3 
10 16 10 
3 13 4 

6 21 5 
10 31 12 
7 21 7 

2 5 3 
10 25 8 
5 4 4 

HLO matrix:
O L O 
O O O 
O O O 

O O O 
O O O 
O O O 

O O O 
O O O 
O O O 


X1 X6 X7
Affected subjects:
4 5 4 
12 15 6 
4 5 3 

7 21 6 
16 30 19 
6 16 6 

1 3 6 
8 16 7 
7 3 2 

Unaffected subjects:
5 11 6 
8 16 6 
4 7 6 

9 24 13 
15 34 16 
10 10 10 

3 5 2 
5 14 4 
3 11 5 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O H O 

O O O 
O O O 
O L O 


X4 X6 X7
Affected subjects:
3 11 3 
14 15 6 
7 9 2 

7 13 10 
14 30 20 
7 11 6 

2 5 3 
8 16 6 
3 4 3 

Unaffected subjects:
6 7 3 
6 10 7 
1 8 9 

6 24 13 
13 39 10 
13 12 8 

5 9 5 
9 15 9 
3 8 4 

HLO matrix:
O O O 
O O O 
O O L 

O O O 
O O H 
O O O 

O O O 
O O O 
O O O 


X0 X1 X2
Affected subjects:
3 8 6 
8 16 6 
2 6 1 

7 16 4 
14 36 17 
7 10 5 

2 4 8 
11 12 7 
6 13 3 

Unaffected subjects:
3 5 4 
7 25 12 
4 5 4 

4 20 17 
16 29 15 
10 11 5 

3 5 8 
11 16 10 
0 8 5 

HLO matrix:
O O O 
O O O 
O O O 

O O L 
O O H 
O O O 

O O O 
O O O 
O O O 


X5 X7 X9
Affected subjects:
2 4 5 
8 15 5 
4 11 4 

12 13 6 
11 28 20 
6 17 8 

4 13 6 
10 13 4 
3 6 0 

Unaffected subjects:
4 8 3 
7 25 2 
5 13 3 

10 12 11 
16 28 11 
9 12 8 

1 11 2 
19 20 4 
4 8 6 

HLO matrix:
O O O 
O O O 
O O O 

O O L 
O O O 
O O O 

O O O 
O O O 
O O O 


X1 X4 X6
Affected subjects:
4 13 6 
7 11 4 
2 9 2 

10 15 6 
17 34 16 
7 16 6 

3 7 6 
6 19 4 
1 5 2 

Unaffected subjects:
6 5 5 
10 16 8 
6 9 4 

9 11 5 
27 38 18 
10 16 7 

1 7 8 
6 8 7 
3 8 4 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O O O 
O H O 
O O O 


X1 X6 X9
Affected subjects:
1 6 6 
6 20 7 
4 7 1 

11 16 7 
17 36 12 
5 16 7 

6 3 1 
7 11 13 
3 5 4 

Unaffected subjects:
6 9 7 
11 14 5 
3 12 2 

13 23 10 
16 32 17 
11 17 2 

3 6 1 
4 15 4 
8 9 2 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O L 
O O O 

O O O 
O O O 
O O O 


X2 X3 X6
Affected subjects:
3 9 2 
4 14 12 
2 12 2 

6 16 11 
17 34 10 
7 14 6 

3 9 2 
10 14 6 
5 7 1 

Unaffected subjects:
2 10 5 
7 12 7 
5 7 3 

13 10 11 
22 29 10 
9 11 9 

8 10 7 
6 16 11 
6 13 3 

HLO matrix:
O O O 
O O O 
O O O 

O O O 
O O O 
O O O 

O O O 
H O O 
O O O 


X0 X3 X4
Affected subjects:
3 6 2 
12 13 5 
4 8 3 

9 18 9 
19 28 8 
7 9 9 

1 6 7 
12 21 3 
3 9 4 

Unaffected subjects:
5 8 5 
6 16 9 
4 9 7 

10 19 7 
6 39 15 
8 14 9 

6 11 5 
9 14 6 
3 8 4 

HLO matrix:
